pcba_sn_old,pcba_sn_new,component_type,specification,quantity,remark,year,shipment_date
,20120101100006,Main Board DIP,SUN 25KW Set Series Three-Phase Motherboard V1.6 1000V DIP,10,,2025,
,20120104100033,Driver board DIP,SUN 100KW Set Series Three-Phase G02 Driver Board V1.0 1000V IGBT DIP,6,,2025,
,20120101100259,Main Board DIP,SUN 5KW String Single Phase G05 Motherboard V2.1 550V with Fuse DIP,150,,2025,
,20120101100163,Main Board DIP,SUN 3KW String Single Phase G04 Mainboard V1.4 500V with MOVWithout Fuse DIP,100,,2025,
,20120101100205,Main Board DIP,SUN 20KW Set Series Three-Phase G05 Mainboard (India) V1.2 1100V DIP,10,,2025,
,30221104000869,Inverter connection cable,Connector cable UL10269 4AWG Blue Single strand RNB22-6 cold terminal - L=400mm - with marking BUS-N,50,,2025,
,30080803000129,socket,CN WAGO 250-8P-Front and Back Misalignment 3.5 8P 3.5mm PA66/Tin-plated Brass Gray Bulk Hand Insert,50,,2025,
,30221104002235,Inverter connection cable,Connector cable UL1015 12AWG Red Single strand RNB3.5-4 (90 degrees) - Dianwei machined pins - L=200mm,50,,2025,
,30221104002234,Inverter connection cable,Connecting cable UL1015 12AWG Black Single strand RNB3.5-4 (90 degrees) - Dianwei machined connector - L=200mm,50,,2025,
,30220405000269,Connector,Connector: Dianwei VP-D4C-PTSM0 D4C Board Terminal Tool - Male Connector (Black),50,,2025,
,30220405000271,Connector,"Connector Dianwei VP-D4C-CTSM0 D4C cable termination tool, male connector (black).",50,,2025,
,30220405000006,Connector,Connector Dianwei VP-D4B-PHDF0 30A,50,,2025,
,30220405000004,Connector,Connector Dianwei VP-D4B-CHDF0 30A,50,,2025,
,30221104000260,Connecting wire,UL2468 24AWG Blue and White 6P 6P Blue and White Ribbon Cable - XHB-2.54-7Y-GQ25 Series Metal Button Connector L200mm,50,,2025,
,30221104000233,Connecting wire,UL2468 26AWG Red and White 6P XHB-6Y-XHB-6Y Reverse L170mm,20,,2025,
,30221104001693,Inverter connection cable,Connector cable UL2468 26AWG Red and white 8P XHB-8Y-XHB-8Y reverse - L=120mm,20,,2025,
,30221104000191,Connecting wire,UL2468 26AWG Red and White 10P XHB-10Y-XHB-10Y Reverse L100mm,20,,2025,
,30221104000657,Inverter connection cable,Connector cable UL2468 26AWG Red and white 7P XHB-7Y-XHB-7Y reverse-L=100mm,50,,2025,
,30221104000226,gray ribbon cable,UL2651 28AWG Grey 50P FC-50P-FCL100mm,50,,2025,
,30221104000018,4-core sheathed cable,UL2464 20AWG Black Single Thread XHB-4Y-XHBL550mm,50,,2025,
,30080803000180,socket,CN Fu'anlian DG136HT-10.16mm-3P 3P Bulk Hand Insert,50,,2025,
,30080811000056,terminal,CN FORANY EU10-XX-15.0-00 5P 15 Green Bulk Hand-inserted,25,,2025,
,30081300000032,relay,RY Hongfa HF161F-W 12V DC 103Ω 277 33mm Hand-plug,250,,2025,
,30221104000165,gray ribbon cable,UL2651 28AWG Grey 34P FC-34P-FCL30mm,50,,2025,
,30221104000227,gray ribbon cable,UL2651 28AWG Grey 40P FC-40P-FCL160mm,50,,2025,
,30221104000128,Connecting wire,UL1015 24AWG 3C-XHB-5Y-XHB-5YL260mm,50,,2025,
,30221104000882,Inverter connection cable,Gray ribbon cable UL2651 28AWG Gray 30P FC-30P (with locking clip) - Reverse sequence FC-30P (with locking clip) - L=450mm,50,,2025,
,30221104000166,gray ribbon cable,UL2651 28AWG Grey 34P FC-34P-FCL200mm,50,,2025,
,20110106100421,Auxiliary board DIP,SUN 12KW SG 04 LP3 PV Co-template / V1.0 DIP,20,,2025,
,20110106100389,Auxiliary board DIP,SUN 5KW SG 03 LP1 Relay Board EU V1.7 DIP,20,,2025,
,20120103100006,Control board DIP,SUN 33KW Set Series Three-Phase Control Board V1.4 1000V DIP,10,,2025,
,20110106100267,Auxiliary board DIP,SUN 50KW SG 01 HP3 Upper Capacitor Board EU V1.3 DIP,20,,2025,
,20110104100147,Driver board DIP,SUN 6KW SG 02 LP2 2 48V Driver Board US V1.9 DIP,10,,2025,
,20110101100377,Main Board DIP,UN 12KW SG 05 LP3 MPPT2 48V Mainboard EU V1.4 DIP,40,,2025,
,20120101100307,Main Board DIP,SUN 3-10KW Set Series Three-Phase G06 Mainboard-20A India CR PID PNJ V2.0 1100V DIP,50,,2025,
,20120103100192,Control board DIP,SUN 5KW String Single Phase G05 Control Board V1.7 / DIP,15,,2025,
,20120106100191,Auxiliary board DIP,SUN 100KW Set Series Three-Phase G02 Driver Board V1.0 1000V IGBT DIP,6,,2025,
,20120103100060,Control board DIP,SUN 33KW Set Series Three-Phase G03 Control Board V1.0 1000V DIP,10,,2025,
,20120101100261,Main Board DIP,SUN 25KW Set Three-Phase G05 Motherboard (India) V1.0 1100V PWM DIP,10,,2025,
,20120101100168,Main Board DIP,SUN 30-33KW Set Series Three-Phase G04 Motherboard V1.5 1000V NCE DIP,10,,2025,
,20120104100007,Driver board DIP,SUN 25KW Set Series Three-Phase Low-Level Driver Board V1.1 1000V DIP,8,,2025,
,20120106100061,Auxiliary board DIP,SUN 50KW Set Series Three-Phase G02 PV Board-4MPPT V1.0 1000V DIP,10,,2025,
,20120104100028,Driver board DIP,SUN 100KW Set Series Three-Phase G01 Driver Board V1.0 1100V DIP,15,,2025,
,20120101100209,Main Board DIP,SUN 5KW String Single Phase G04 Motherboard V1.4 550V with Fuse DIP,20,,2025,
,20120103100197,Control board DIP,SUN 4KW String Single Phase G04 Control Board V1.7 / DIP,120,,2025,
,30080410000357,Chip resistors,RES Yageo RC1210 5.1Ω F 1/2W Standard 1210 Surface Mount,2700,,2025,
,30081102000053,High-frequency switching transformer,TR Crystal PQ3225-3KW-SG-24V 3.0mHmH 30:7:6:9:9:6:7:30 Ferrite 39*36*35 Hand-inserted,40,,2025,
,30080506000036,power chip,IC TI TPS54231DR 28Vin 2Aout DCDC SOP8 Surface Mount,300,,2025,
,30080601000039,IGBT,IGBT Magnetics MBQ40T65QE 650V 40A TO247 Hand-inserted,2500,,2025,
,20120101100354,Main Board DIP,SUN 50KW Set Three-Phase G04 Motherboard V1.2 1100V K75+DG120 DIP,40,,2025,
,30221801000085,fan,Fan NMB (Minebea) 11925SA12RBT01-DC 12V 0.86A XHB-4Y-L=250mm,50,,2025,
,20120101100357,Main Board DIP,SUN 40KW Set Three-Phase G04 Motherboard V1.2 1100V K75+DG120 SPD DIP,30,,2025,
,20120106100126,Auxiliary board DIP,SUN 100KW Set Series Three-Phase G01 Power Board V1.3 1000V DIP,65,,2025,
,20120101100190,Main Board DIP,SUN 40KW Set Three-Phase G04 Motherboard V1.1 1100V DIP,10,,2025,
,20110106100684,Auxiliary board DIP,SUN 12KW SG 05 LP3 2 48V Connection Board EU V1.2 DIP,25,,2025,
,20120106100089,Auxiliary board DIP,SUN 33KW Set Series Three-Phase G03 AC Connection Board V1.0 1000V DIP,25,,2025,
,20120106100201,Auxiliary board DIP,SUN 136KW Set Three-Phase G01 Isolated Fan Board V1.0 1000V DIP,140,,2025,
,20110102100130,Liquid Crystal version DIP,SUN 15KW SG 01 HP3 Liquid Crystal Plate EU V1.7 DIP,80,,2025,
,20120103100106,Control board DIP,SUN 40KW Set Series Three-Phase G04 Control Board V1.2 1100V PWM DIP,60,,2025,
,20120103100105,Control board DIP,SUN 50KW Set Series Three-Phase G04 Control Board V1.2 1100V PWM DIP,60,,2025,
,20110103100188,Control board DIP,SUN 10KW SG 02 LP1 Control Board EU V1.2 DIP,15,,2025,
,20120103100121,Control board DIP,SUN 100KW Set Series Three-Phase G02 Single Tube Control Board V1.0 1100V DIP,90,,2025,
,20120106100202,Auxiliary board DIP,SUN 136KW Set Three-Phase G01 Power Supply Board V1.1 1000V DIP,60,,2025,
,20120106100067,Auxiliary board DIP,SUN 100KW Set Series Three-Phase G01 Capacitor Board V1.0 1000V DIP,40,,2025,
,20110106100367,Auxiliary board DIP,SUN 5KW SG 04 LP1 Connector Board EU V1.5 DIP,15,,2025,
,20110106100601,Auxiliary board DIP,SUN 8KW SG 05 LP1 DRM Board EU V1.2 DIP,5,,2025,
,20110106100558,Auxiliary board DIP,SUN 8KW SG 05 LP1 Connector Board V2 EU V1.1 DIP,25,,2025,
,20110106100932,Auxiliary board DIP,SUN A 12-25KW SG 01 HP3 Generator Board EU V1.6 DIP,15,,2025,
,20110106100060,Auxiliary board DIP,SUN 12KW SG 04 LP3 PV board EU V1.0 DIP,15,,2025,
,20110106101044,Auxiliary board DIP,SUN 15KW SG 01 HP3 Interface Board EU V1.5.5 DIP,15,,2025,
,20110104100111,Driver board DIP,SUN 20KW SG 01 HP3 Power Board (New Long March + Infineon) EU V1.6.1 DIP,15,,2025,
,20110103100204,Control board DIP,SUN 20KW SG 01 HP3 Control Board (After-sales Dedicated) EU V1.6 DIP,15,,2025,
,20120101100252,Main Board DIP,SUN 3KW String Single Phase G04 Motherboard V1.6 550V DC and AC MOV Without Fuse-20A DIP,220,,2025,
,20120106100137,Auxiliary board DIP,SUN 100KW Set Three-Phase G01 Capacitor Board V1.1 1100V DIP,40,,2025,
,20120104100036,Driver board DIP,SUN 136KW Set Series Three-Phase G01 boost V1.1 1000V DIP,35,,2025,
,30080602000013,IGBT module,Infineon IGBT F3L200R12N2H3_B47 1200V 200A Hand-operated,175,,2025,
,20120101100289,Main Board DIP,SUN 2KW String Single Phase G04 Motherboard V1.6 550V DC and AC MOV Without Fuse-20A DIP,120,,2025,
,20120101100314,Main Board DIP,SUN 5KW String Single Phase G05 Motherboard V2.1 600V Single Rail Without Fuse DIP,170,,2025,
,20120104100029,Driver board DIP,SUN 100KW Set Series Three-Phase G01 Driver Board Infineon Module V1.0 1100V DIP,25,,2025,
,20120104100037,Driver board DIP,SUN 136KW Set Series Three-Phase G01 INV V1.1 1000V DIP,15,,2025,
,30320100004989,Accessories,FLUKE317 Current Clamp,1,,2025,
,30320100004276,Accessories,"Soldering station BK90, 90W",12,,2025,
,20110103100242,Control board DIP,SUN 12KW SG 05 LP3 2 48V Control Board EU V1.2 DIP,75,,2025,
,20120106100074,Auxiliary board DIP,SUN / Set Three-Phase / WIFI Board Plug / 1000V DIP,150,,2025,
,20110106100583,Auxiliary board DIP,SUN 12KW SG 04 LP3 PVEMC small board EU V1.2 DIP,50,,2025,
,20120106100243,Auxiliary board DIP,SUN 3-12KW Set Series Three-Phase G06 20A-Drive V1.0 1100V DIP,100,,2025,
,20120106100214,Auxiliary board DIP,SUN Universal String Single Phase G02 WIFI-CON V1.0 / DIP,150,,2025,
,20120106100072,Auxiliary board DIP,SUN None String Single Phase G01 WIFI V1.0 / DIP,200,,2025,
,20110103100273,Control board DIP,SUN 5KW SG 03 LP1 2 48V Control Board V2 EU V1.3 DIP,75,,2025,
,30271401000094,Insulating paper,Insulating paper 145.8*117*0.38mm 5KW-SG03 relay insulating paper NOMEX-flame retardant,50,,2025,
,30271401000049,Insulating paper,Insulating paper 264*81.4*0.38 NOMEX,50,,2025,
,30220405000016,Connector,Connector Fengnian EP030-2124-00 17.5A,250,,2025,
,30220405000017,Connector,Connector Fengnian EP030-1224-00 17.5A,50,,2025,
,30220405000009,Connector,Connector DW421M2013 30A,500,,2025,
,30220405000008,Connector,Connector DW421F2013B 30A,500,,2025,
,30220405000036,Connector,Connector Dianwei VPAC06EW-3P(SC) 30A,300,,2025,
,30220405000049,Connector,Connector VPAC07EW18-5S 33A,80,,2025,
,20120106100182,Auxiliary board DIP,SUN 100KW Set Series Three-Phase G01 CURRENT Board V1.0 1000V DIP,20,,2024,
,30271004000001,Thermal grease,"Thermal grease, G-SC102, zinc oxide, thermal conductivity 1.0, 1KG",3,,2024,
,30080111000004,Current transformer,SEN XiCi STK-200BS1 Current 200A Sensitivity 20mV/A Assembly,20,,2024,
,30080601000012,IGBT,IGBT On Semiconductor NGTB25N120FL3WG 1200V 25A TO247 Hand-operated,250,,2024,
,30314200000073,Welding tools,Soldering iron tip T600-K,20,,2024,
,30080601000048,IGBT,IGBT New Clean Energy NCE75TD120VTP 1200V 75A TO247 Hand-plug,30,,2024,
,30080601000084,IGBT,IGBT StarPower DG50Q12T2Y 1200V 50A TO-247 Hand-operated,30,,2024,
,30080601000010,IGBT,Infineon IGBT IKW75N65ES5 650V 75A TO247 Hand-operated,30,,2024,
,30080601000011,IGBT,Infineon IGBT IKW75N65EH5 650V 75A TO247 Hand-operated,30,,2024,
,30080601000061,IGBT,IGBT New Long March MPBQ75N120BF 1200V 75A TO247 Hand-inserted,30,,2024,
,30080601000014,IGBT,IGBT On Semiconductor NGTB40N120FL3WG 1200V 40A TO247 Hand-operated,30,,2024,
,30221104000107,4-core shielded wire,UL2547 24AWG Black Single Thread XHD Red - B254001-2-04L280mm,20,,2024,
,30220405000023,Connector,Connector Lu Yi HJA042101-L=120mm 10A,50,,2024,
,30221104000227,gray ribbon cable,UL2651 28AWG Grey 40P FC-40P-FCL160mm,20,,2024,
,30221801000006,fan,Waterproof Fan NMB G-09225VE12QCTYY 12V 0.92A IP68 - with JST waterproof connector - L-50mm,50,,2024,
,30320100003006,Accessories,LCR Digital Bridge Tester AT825 (10kHz/0.2),1,,2024,
,30314400000015,multimeter,F15B+Fluke,5,,2024,
,30221700000006,Data acquisition stick WiFi,Data Acquisition Stick 2.4G DB9 LSW-3A5251-Xiyingzhen-DB9 (without markings),50,,2024,
,20120106100123,Auxiliary board DIP,SUN 12KW Set Three-Phase G06 Auxiliary Board V2.0 1000V DIP,5,,2024,
,20120106100069,Auxiliary board DIP,SUN RS232-RS485 Set Series Three-Phase / WIFI Board - Isolation / 1000V DIP,50,,2024,
,20110106100349,Auxiliary board DIP,SUN 8KW SG 02 LP2 Relay Load Connector (US V1.1 DIP),20,,2024,
,20110106100117,Auxiliary board DIP,SUN 3KW SG 04 LP1 AC board EU V1.1 DIP,30,,2024,
,20110106100105,Auxiliary board DIP,SUN 5KW SG 04 LP1 Generator Board EU V1.1 DIP,20,,2024,
,20110106100077,Auxiliary board DIP,SUN 8KW SG 02 LP2 Relay Board US V1.2 DIP,20,,2024,
,20120106100073,Auxiliary board DIP,SUN 485-232 Set Series Three-Phase / WIFI Board / 1000V DIP,100,,2024,
,20110106100154,Auxiliary board DIP,SUN 5KW SG 04 LP1 Connector Board EU V1.3 DIP,10,,2024,
,20120102100014,Liquid Crystal version DIP,SUN 3KW String Single Phase G04 Liquid Crystal Plate V1.0 Arteriole DIP,100,,2024,
,20120103100087,Control board DIP,SUN 100KW Set Series Three-Phase G01 Control Board V1.3 1100V DIP,1,,2024,
,20120103100042,Control board DIP,SUN 6-10KW Set Series Three-Phase / Control Board / 1000V DIP,1,,2024,
,20120103100124,Control board DIP,SUN 36KW Set Series Three-Phase G04 Control Board V1.0 1000V PWM DIP,1,,2024,
,20120103100034,Control board DIP,SUN 10KW String Single Phase G01 Control Board V1.6 / DIP,1,,2024,
,20120103100077,Control board DIP,SUN 50KW Set Series Three-Phase G04 Control Board V1.0 1000V DIP,1,,2024,
,20120103100076,Control board DIP,SUN 40KW Set Series Three-Phase G04 Control Board V1.0 1000V DIP,1,,2024,
,20120103100045,Control board DIP,SUN 8KW String Single Phase G01 Control Board V2.6 1000V DIP,1,,2024,
,20120103100046,Control board DIP,SUN 75KW Set Series Three-Phase G01 Control Board V1.0 1000V DIP,1,,2024,
,20120103100011,Control board DIP,SUN 80KW Set Series Three-Phase G02 Control Board V2.6 DIP,1,,2024,
,20120103100035,Control board DIP,SUN 15KW Set Series Three-Phase G02 Control Board / 1000V DIP,1,,2024,
,20120103100008,Control board DIP,SUN 25KW Set Series Three-Phase Relay Control Board V1.4 1000V DIP,1,,2024,
,20120103100054,Control board DIP,SUN 12KW Set Series Three-Phase G05 Control Board (TI) V1.0 1000V DIP,1,,2024,
,20120103100078,Control board DIP,SUN 36KW Set Series Three-Phase G04 Control Board V1.0 1000V Panelless DIP,1,,2024,
,20120103100037,Control board DIP,SUN 3KW String Single Phase G03 Control Board 12.5A V2.6 / DIP,1,,2024,
,20120103100058,Control board DIP,SUN 30KW Set Series Three-Phase G03 Control Board V1.0 1000V Panelless DIP,1,,2024,
,20120103100057,Control board DIP,SUN 12KW Set Three-Phase G05 Control Board (Advchip) - NO LCD / 1000V DIP,1,,2024,
,20120103100094,Control board DIP,SUN 20KW Set Three-Phase G05 Control Board (Advchip V1.1 1100V PWM DIP),1,,2024,
,20120103100053,Control board DIP,SUN 15KW Set Three-Phase G05 Control Board (Advchip) - NO LCD V1.0 1000V DIP,1,,2024,
,20120103100092,Control board DIP,SUN 25KW Set Series Three-Phase G04 Control Board V1.0 1000V 26A+40A DIP,1,,2024,
,20120103100075,Control board DIP,SUN 20KW Set Series Three-Phase G05 Control Board V1.0 1000V (Advchip) Screenless DIP,1,,2024,
,20120103100070,Control board DIP,SUN 12KW Set Series Three-Phase G05 Control Board V1.0 1000V 18A DIP,1,,2024,
,20120103100099,Control board DIP,0,1,,2024,
,20120103100051,Control board DIP,SUN 15KW Set Series Three-Phase G05 Control Board V1.0 1000V DIP,1,,2024,
,20120103100105,Control board DIP,SUN 50KW Set Series Three-Phase G04 Control Board V1.2 1100V PWM DIP,1,,2024,
,20120103100089,Control board DIP,SUN 4KW String Single Phase G04 Control Board V1.0 / Domestic Chip DIP,1,,2024,
,20120103100111,Control board DIP,SUN 5KW String Single Phase G04 Control Board V1.1 \ DIP,2,,2024,
,20120103100007,Control board DIP,SUN 3KW String Single Phase G03 Control Board V2.6 DIP,1,,2024,
,20120103100012,Control board DIP,SUN 8KW String Single Phase G01 Control Board V2.6 DIP,1,,2024,
,20120103100013,Control board DIP,SUN 3KW String Single Phase G04 Control Board V1.0 DIP,1,,2024,
,20120103100018,Control board DIP,SUN 5KW String Single Phase G03 Control Board V2.6 Female Socket DIP,1,,2024,
,30080305000225,Standard surface mount capacitors,CAP Yageo 103 50V J 103 0805 Surface Mount,250,,2024,
,30314800000066,Phillips head,Electric Phillips head screwdriver bits 5*200*PH2,4,,2024,
,30080515000007,Communication chips,Nanochip Microelectronics NSI1300D25 Isolated Op-Amplifier SOIC8 Surface Mount,250,,2024,
,30080612000030,silicon carbide diode,DIODE CRXL02D120G2 1200V 2A TO252 Surface Mount,200,,2024,
,30080410000314,Chip resistors,RES Yageo AF0805 120Ω F 1/8W Standard 0805 Surface Mount,100,,2024,
,30080305000037,Standard surface mount capacitors,CAP SAMSUNG 103 50V K X7R 0603 Surface Mount,500,,2024,
,30080410000208,Chip resistors,RES Yageo 0Ω F 1/4W Standard 1206 Surface Mount,1000,,2024,
,30080603000069,MOSFET,MOS CRTD030N04L NMOS 40V 2.5mΩ 80A TO-252 Surface Mount,250,,2024,
,30080605000022,triode,Q Changdian BCX53-16 PNP 60V 1A SOT-89 Surface Mount,250,,2024,
,30080605000049,triode,Q-type Crystal BCX55-16 NPN 60V 1A SOT-89 surface mount,250,,2024,
,30080513000002,Logic chip,IC 3PEAK LM2903AL1-SR Comparator SOP8 Surface Mount,500,,2024,
,30080111000046,Current sensor,"SEN CRRC NACA.32T-P6VN, 32A current, 25mV/A sensitivity, manual insertion.",150,,2024,
,30080612000006,silicon carbide diode,DIODE Xiamen Sanan [trr] SDS120J020H2 1200V 20A TO247 Hand-operated,1000,,2024,
,30271503000001,Board cleaning solution,"Board cleaning solution, Tongfang TF-B2, 25kg",25,,2024,
,30080308000026,Surface Mount Solid Capacitors,CAP CapXon PG470M025E058PTRZRIL 47uF 25V Medium Solid State D6.3*C7.2*L5.8*P2.2 3000H at125℃ Surface Mount,1200,,2024,
,30080304000067,Electrolytic capacitors,CAP Jianghao CD286 470uF 35V M AEC 10*16-P5 2000H at 105℃ Socket,150,,2024,
,30080304000066,Electrolytic capacitors,CAP Jianghao CD286 470uF 25V M AEC 10*12-P5 2000H at 105℃ Socket,500,,2024,
,30080302000013,Thin film capacitors,CAP Farad C6AR2405KBW0550 4uF Voltage 350V K Thin Film L32W22H37P27.5 Hand-operated,200,,2024,
,30080301000053,Safety capacitors,CAP Farad C4BR2105KBW 105 350V K X2 P27.5 Hand-plug,200,,2024,
,30080302000024,Thin film capacitors,CAP farad C3D1U505KB00C00 5uF Voltage 600V K Thin film L32W13H22P27.5 Hand-operated,250,,2024,
,30080304000058,Electrolytic capacitors,CAP SAMXON ERR22662HJ20RR41PC 22uF 500V M AEC 13*20-P5 Hand-operated,150,,2024,
,30080301000027,Safety capacitors,CAP farad Y2 472 Voltage 300V M Thin film P10 Hand-held,1000,,2024,
,30080601000100,IGBT,IGBT CR Microelectronics CRG40T120AX3SD-2 1200V 40A TO-247PLUS Hand-operated,1000,,2024,
,30080506000040,power chip,IC ST LM217T-ADJ 40Vin 1.2V-37Vout 1.5Aout LDO (Manual Insertion),150,,2024,
,30240101200281,Other tags,"Other labels, tamper-evident seals, matte silver paper, 50*15mm, black and white printed English VOID.",2500,,2024,
,30081102000042,High-frequency switching transformer,TR Crystal EE19 80uHmH 180:45:11:11.5 Ferrite 21*35*18mm Hand-inserted,50,,2024,
,30080408000003,Cement resistance,RES Color Source/Color Intelligence SQM5W2RJ 2Ω J 5W Cement P5 Hand-inserted,100,,2024,
,30080111000021,Current transformer,"SEN Langxi Electronics ZMCT118A Current 5, Sensitivity 2.5mA, Hand-plug",50,,2024,
,30081102000037,High-frequency switching transformer,TR Chenyang PQ3225 3mHmH 60:6 Ferrite 35*36*34mm Hand-inserted,50,,2024,
,30080603000120,MOSFET,MOSFET P3M12080K4 NMOS 1200V 80mΩ@15V 38A TO247-4 (hand-operated),1000,,2024,
,30081300000066,Relays,RY Zhonghui CHAR/112A200C 12V DC 36±10%Ω 1000V 200A Hand-operated,150,,2024,
,30313900000006,Desoldering gun,Desoldering gun,25,,2024,
,30271803000002,Solder wire and solder bar,Tin wire YT SnCu0.7; YX9-2; Φ0.8MM 1 RoHS compliant,9,,2024,
,30081300000089,Relays,RY Zhonghui CHFN-V-112HA2F 12V DC 277V 35A Hand-operated,200,,2024,
,30080803000174,socket,CN Omron XG4A-6031-OMRON-Long Lock 60P PA66/Tin-plated Brass Bulk Hand Lock,150,,2024,
,30081300000042,relay,RY Hongfa HF-167F 12V DC 75Ω 320 90mm Hand-plug,150,,2024,
,30081300000076,Relays,RY ME101-1A-1-F 12V DC 75Ω 320V 90A (Manual Plug),150,,2024,
,20110106100517,Auxiliary board DIP,SUN 12KW SG 05 LP3 2 48V Capacitor Board EU V1.0 DIP,10,,2024,
,20110101100256,Main Board DIP,SUN 12KW SG 05 LP3 2 48V Motherboard EU V1.2 DIP,10,,2024,
,30080506000139,power chip,IC UTC LM7812AL-TA3-T TO220 Hand Insert,100,,2024,
,20110106100583,Auxiliary board DIP,SUN 12KW SG 04 LP3 PVEMC small board EU V1.2 DIP,2,,2024,
,20120101100306,Main Board DIP,SUN 12KW Set Series Three-Phase G06 Mainboard-20A India CR PID PNJ V2.0 1100V DIP,10,,2024,
,20120101100190,Main Board DIP,SUN 40KW Set Three-Phase G04 Motherboard V1.1 1100V DIP,10,,2024,
,20120103100002,Control board DIP,SUN 50KW Set Series Three-Phase G02 Control Board V1.4 1000V DIP,10,,2024,
,20120103100107,Control board DIP,SUN 40KW Set Series Three-Phase G04 Control Board V1.2 1100V Set Series Current Detection DIP,20,,2024,
,20120102100023,Liquid Crystal version DIP,SUN / Set Serial Three-Phase / Dual Communication Port Crystal Board V1.0 / DIP,10,,2024,
,20120103100153,Control board DIP,SUN 20KW Set Series Three-Phase G02 Control Board V1.4 1000V DIP,10,,2024,
,20120103100020,Control board DIP,SUN 6-10KW Set Series Three-Phase G03 Control Board 1000V DIP,20,,2024,
,20120103100154,Control board DIP,SUN 6-10KW Set Series Three-Phase G01 2MPPT Control Board V1.4 1000V DIP,20,,2024,
,20120104100041,Driver board DIP,SUN 50KW Set Three-Phase G03 Driver Board - 4MPPT V1.5 1000V DIP,10,,2024,
,20120101100198,Main Board DIP,SUN 40KW Set Three-Phase G04 Motherboard V1.2 1100V DIP,10,,2024,
,20120104100007,Driver board DIP,SUN 25KW Set Series Three-Phase Low-Level Driver Board V1.1 1000V DIP,40,,2024,
,20120101100005,Main Board DIP,SUN 5KW String Single Phase G03 Mainboard V1.6 500V DIP,70,,2024,
,20120101100303,Main Board DIP,SUN 6-10KW Set Series Three-Phase G01 2MPPT-MAIN V1.4 1000V DIP,20,,2024,
,20120101100301,Main Board DIP,SUN 25KW Set Series Three-Phase G02 MAIN-TOP V1.3 1000V DIP,10,,2024,
,20120101100001,Main Board DIP,SUN 33KW Set Three-Phase G02 Motherboard V1.3 1000V DIP,40,,2024,
,30080410000451,Standard surface mount resistors,RES Yageo RC1210 10Ω F 1/2W Standard 1210 Surface Mount,1000,,2024,
,30220405000006,Connector,Connector Dianwei VP-D4B-PHDF0 30A,1900,,2024,
,30220405000007,Connector,Connector Dianwei VP-D4B-PHDM0 30A,1900,,2024,
,30080410000230,Chip resistors,RES Yageo 1Ω F 1/4W Standard 1206 Surface Mount,2000,,2024,
,30080517000012,op amp chip,IC TI TL074IDR 4Set SOP14 Surface Mount,800,,2024,
,20120102100024,Liquid Crystal version DIP,SUN / Set Serial Three-Phase G03 Dual Communication Port Crystal Board (Small Screen) V1.0 / DIP,20,,2024,
,20110103100058,Control board DIP,SUN 5KW SG 03 LP1 Control Board EU V1.2 DIP,5,,2024,
,20110103100271,Control board DIP,SUN 6KW SG 03 LP1 Control Board EU V1.6 DIP,10,,2024,
,20120103100005,Control board DIP,SUN 20KW Set Series Three-Phase Control Board 1000V DIP,21,,2024,
,20120104100002,Driver board DIP,SUN 33KW Set Three-Phase Driver Board - Two-Channel MPPT V1.5 1000V DIP,40,,2024,
,20120104100008,Driver board DIP,SUN 33KW Set Series Three-Phase G02 Driver Board 1000V DIP,10,,2024,
,20120101100039,Main Board DIP,SUN 5KW String Single Phase G03 Mainboard 12.5A V1.6 500V DIP,70,,2024,
,20120101100009,Main Board DIP,SUN 3KW String Single Phase G03 Mainboard-POWER-ONE V1.7 500V DIP,70,,2024,
,20120101100003,Main Board DIP,SUN 33KW Set Three-Phase Motherboard V1.4 1000V DIP,10,,2024,
,20110101100126,Main Board DIP,SUN 8KW SG 05 LP1 Motherboard EU V1.4 DIP,13,,2024,
,20120101100302,Main Board DIP,SUN 25KW Set Series Three-Phase G02 MAIN-Bottom V1.0 1000V DIP,10,,2024,
,20120101100016,Main Board DIP,SUN 10KW Set Series Three-Phase G02 350V Mainboard 1000V DIP,20,,2024,
,20120101100006,Main Board DIP,SUN 25KW Set Three-Phase Motherboard V1.6 1000V DIP,40,,2024,
,30090802000007,Eleven-slot Set Assembly,GBT9074.4-1988 11-way slotted set assembly M 5mm * 10mm Blue-white zinc carbon steel,100,,2024,
,20120201000016,Inverter Set String Heatsink,80KW-G03 451*278.5*93 6063-T5,15,,2024,
,30080308000011,solid capacitors,CAP NCC APXF250ARA470MF611 47uF 25V M Electrolytic D6.3*H6.5 15000H at105℃ Surface Mount,300,,2024,
,20110102100027,Liquid Crystal version DIP,SUN 12KW SG 04 LP3 Liquid Crystal Plate (Neutral) \ V1.5 DIP,20,,2024,
,30220405000035,Connector,Connector Dianwei VPAC06EW-5P(SC)10 50A,50,,2024,
,30080602000012,IGBT module,IGBT ON Semiconductor NXH160T120L2Q2F2S1G 1200V 160A Hand-operated,30,,2024,
,30080506000035,power chip,IC ST L7815CV 35Vin ADJout 1.5Aout LDO TO220 Hand-mounted,100,,2024,
,30080506000039,power chip,IC ON Semiconductor MC7912BTG -35Vin -12Vin 1Aout LDO TO220 Hand-mounted,100,,2024,
,30080410000356,Chip resistors,RES Yageo AF0603 5.1K F 1/10W Standard 0603 Surface Mount,500,,2024,
,30080410000613,Standard surface mount resistors,RES Yageo RC1206FR 27Ω F 1/4W Standard 1206 Surface Mount,1000,,2024,
